Basics:
Snow-Covered Forest | ['Forest'] | ({T}: Add {G}.)
Blighted Fen | [] | {T}: Add {C}. {4}{B}, {T}, Sacrifice this land: Target opponent sacrifices a creature of their choice.
Blighted Gorge | [] | {T}: Add {C}. {4}{R}, {T}, Sacrifice this land: It deals 2 damage to any target.
Blighted Steppe | [] | {T}: Add {C}. {3}{W}, {T}, Sacrifice this land: You gain 2 life for each creature you control.
Contested Cliffs | [] | {T}: Add {C}. {R}{G}, {T}: Target Beast creature you control fights target creature an opponent controls. (Each deals damage equal to its power to the other.)
Daru Encampment | [] | {T}: Add {C}. {W}, {T}: Target Soldier creature gets +1/+1 until end of turn.
Desolate Lighthouse | [] | {T}: Add {C}. {1}{U}{R}, {T}: Draw a card, then discard a card.
Duskmantle, House of Shadow | [] | {T}: Add {C}. {U}{B}, {T}: Target player mills a card.
Gavony Township | [] | {T}: Add {C}. {2}{G}{W}, {T}: Put a +1/+1 counter on each creature you control.
Goblin Burrows | [] | {T}: Add {C}. {1}{R}, {T}: Target Goblin creature gets +2/+0 until end of turn.
Grim Backwoods | [] | {T}: Add {C}. {2}{B}{G}, {T}, Sacrifice a creature: Draw a card.
Grove of the Guardian | [] | {T}: Add {C}. {3}{G}{W}, {T}, Tap two untapped creatures you control, Sacrifice this land: Create an 8/8 green and white Elemental creature token with vigilance.
Hall of Heliod's Generosity | [] | {T}: Add {C}. {1}{W}, {T}: Put target enchantment card from your graveyard on top of your library.
Hanweir Battlements | [] | {T}: Add {C}. {R}, {T}: Target creature gains haste until end of turn. {3}{R}{R}, {T}: If you both own and control this land and a creature named Hanweir Garrison, exile them, then meld them into Hanweir, the Writhing Township.
Hellion Crucible | [] | {T}: Add {C}. {1}{R}, {T}: Put a pressure counter on this land. {1}{R}, {T}, Remove two pressure counters from this land and sacrifice it: Create a 4/4 red Hellion creature token with haste. (It can attack and {T} as soon as it comes under your control.)
Junktown | [] | {T}: Add {C}. {4}{R}, {T}, Sacrifice this land: Create three Junk tokens. (They're artifacts with "{T}, Sacrifice this token: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery.")
Keldon Necropolis | [] | {T}: Add {C}. {4}{R}, {T}, Sacrifice a creature: Keldon Necropolis deals 2 damage to any target.
Kessig Wolf Run | [] | {T}: Add {C}. {X}{R}{G}, {T}: Target creature gets +X/+0 and gains trample until end of turn.
Kher Keep | [] | {T}: Add {C}. {1}{R}, {T}: Create a 0/1 red Kobold creature token named Kobolds of Kher Keep.
Kor Haven | [] | {T}: Add {C}. {1}{W}, {T}: Prevent all combat damage that would be dealt by target attacking creature this turn.
Mirrorpool | [] | This land enters tapped. {T}: Add {C}. {2}{C}, {T}, Sacrifice this land: Copy target instant or sorcery spell you control. You may choose new targets for the copy. {4}{C}, {T}, Sacrifice this land: Create a token that's a copy of target creature you control.
Moorland Haunt | [] | {T}: Add {C}. {W}{U}, {T}, Exile a creature card from your graveyard: Create a 1/1 white Spirit creature token with flying.
Nantuko Monastery | [] | {T}: Add {C}. Threshold — {G}{W}: This land becomes a 4/4 green and white Insect Monk creature with first strike until end of turn. It's still a land. Activate only if seven or more cards are in your graveyard.
Nephalia Drownyard | [] | {T}: Add {C}. {1}{U}{B}, {T}: Target player mills three cards.
Nivix, Aerie of the Firemind | [] | {T}: Add {C}. {2}{U}{R}, {T}: Exile the top card of your library. Until your next turn, you may cast it if it's an instant or sorcery spell.
Novijen, Heart of Progress | [] | {T}: Add {C}. {G}{U}, {T}: Put a +1/+1 counter on each creature that entered this turn.
Orzhova, the Church of Deals | [] | {T}: Add {C}. {3}{W}{B}, {T}: Target player loses 1 life and you gain 1 life.
Prahv, Spires of Order | [] | {T}: Add {C}. {4}{W}{U}, {T}: Prevent all damage a source of your choice would deal this turn.
Riptide Laboratory | [] | {T}: Add {C}. {1}{U}, {T}: Return target Wizard you control to its owner's hand.
Rix Maadi, Dungeon Palace | [] | {T}: Add {C}. {1}{B}{R}, {T}: Each player discards a card. Activate only as a sorcery.
Ruins of Oran-Rief | [] | This land enters tapped. {T}: Add {C}. ({C} represents colorless mana.) {T}: Put a +1/+1 counter on target colorless creature that entered this turn.
Sea Gate Wreckage | [] | {T}: Add {C}. ({C} represents colorless mana.) {2}{C}, {T}: Draw a card. Activate only if you have no cards in hand.
Seaside Haven | [] | {T}: Add {C}. {W}{U}, {T}, Sacrifice a Bird: Draw a card.
Shivan Gorge | [] | {T}: Add {C}. {2}{R}, {T}: Shivan Gorge deals 1 damage to each opponent.
Skarrg, the Rage Pits | [] | {T}: Add {C}. {R}{G}, {T}: Target creature gets +1/+1 and gains trample until end of turn.
Slayers' Stronghold | [] | {T}: Add {C}. {R}{W}, {T}: Target creature gets +2/+0 and gains vigilance and haste until end of turn.
Starlit Sanctum | [] | {T}: Add {C}. {W}, {T}, Sacrifice a Cleric creature: You gain life equal to the sacrificed creature's toughness. {B}, {T}, Sacrifice a Cleric creature: Target player loses life equal to the sacrificed creature's power.
Stensia Bloodhall | [] | {T}: Add {C}. {3}{B}{R}, {T}: This land deals 2 damage to target player or planeswalker.
Sunhome, Fortress of the Legion | [] | {T}: Add {C}. {2}{R}{W}, {T}: Target creature gains double strike until end of turn.
Svogthos, the Restless Tomb | [] | {T}: Add {C}. {3}{B}{G}: Until end of turn, this land becomes a black and green Plant Zombie creature with "This creature's power and toughness are each equal to the number of creature cards in your graveyard." It's still a land.
Unholy Grotto | [] | {T}: Add {C}. {B}, {T}: Put target Zombie card from your graveyard on top of your library.
Vault of the Archangel | [] | {T}: Add {C}. {2}{W}{B}, {T}: Creatures you control gain deathtouch and lifelink until end of turn.
Vitu-Ghazi, the City-Tree | [] | {T}: Add {C}. {2}{G}{W}, {T}: Create a 1/1 green Saproling creature token.
Volrath's Stronghold | [] | {T}: Add {C}. {1}{B}, {T}: Put target creature card from your graveyard on top of your library.
Wirewood Lodge | [] | {T}: Add {C}. {G}, {T}: Untap target Elf.
Yavimaya Hollow | [] | {T}: Add {C}. {G}, {T}: Regenerate target creature.

Not really lands ,are they:
Adventurers' Guildhouse | [] | Green legendary creatures you control have "bands with other legendary creatures." (Any legendary creatures can attack in a band as long as at least one has "bands with other legendary creatures." Bands are blocked as a group. If at least two legendary creatures you control, one of which has "bands with other legendary creatures," are blocking or being blocked by the same creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)
Arena | [] | {3}, {T}: Tap target creature you control and target creature of an opponent's choice they control. Those creatures fight each other. (Each deals damage equal to its power to the other.)
Bazaar of Baghdad | [] | {T}: Draw two cards, then discard three cards.
Cathedral of Serra | [] | White legendary creatures you control have "bands with other legendary creatures." (Any legendary creatures can attack in a band as long as at least one has "bands with other legendary creatures." Bands are blocked as a group. If at least two legendary creatures you control, one of which has "bands with other legendary creatures," are blocking or being blocked by the same creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)
Dark Depths | [] | Dark Depths enters with ten ice counters on it. {3}: Remove an ice counter from Dark Depths. When Dark Depths has no ice counters on it, sacrifice it. If you do, create Marit Lage, a legendary 20/20 black Avatar creature token with flying and indestructible.
Diamond Valley | [] | {T}, Sacrifice a creature: You gain life equal to the sacrificed creature's toughness.
Glacial Chasm | [] | Cumulative upkeep—Pay 2 life. (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.) When this land enters, sacrifice a land. Creatures you control can't attack. Prevent all damage that would be dealt to you.
Halls of Mist | [] | Cumulative upkeep {1} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.) Creatures that attacked during their controller's last turn can't attack.
Ice Floe | [] | You may choose not to untap this land during your untap step. {T}: Tap target creature without flying that's attacking you. It doesn't untap during its controller's untap step for as long as this land remains tapped.
Island of Wak-Wak | [] | {T}: Target creature with flying has base power 0 until end of turn.
Maze of Ith | [] | {T}: Untap target attacking creature. Prevent all combat damage that would be dealt to and dealt by that creature this turn.
Mountain Stronghold | [] | Red legendary creatures you control have "bands with other legendary creatures." (Any legendary creatures can attack in a band as long as at least one has "bands with other legendary creatures." Bands are blocked as a group. If at least two legendary creatures you control, one of which has "bands with other legendary creatures," are blocking or being blocked by the same creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)
Oasis | [] | {T}: Prevent the next 1 damage that would be dealt to target creature this turn.
Safe Haven | [] | {2}, {T}: Exile target creature you control. At the beginning of your upkeep, you may sacrifice this land. If you do, return each card exiled with this land to the battlefield under its owner's control.
Seafarer's Quay | [] | Blue legendary creatures you control have "bands with other legendary creatures." (Any legendary creatures can attack in a band as long as at least one has "bands with other legendary creatures." Bands are blocked as a group. If at least two legendary creatures you control, one of which has "bands with other legendary creatures," are blocking or being blocked by the same creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)
Sorrow's Path | [] | {T}: Choose two target blocking creatures controlled by the same opponent. If each of those creatures could block all creatures that the other is blocking, remove both of them from combat. Each one then blocks all creatures the other was blocking. Whenever this land becomes tapped, it deals 2 damage to you and each creature you control.
The Tabernacle at Pendrell Vale | [] | All creatures have "At the beginning of your upkeep, destroy this creature unless you pay {1}."
Thran Portal | ['Gate'] | This land enters tapped unless you control two or fewer other lands. As this land enters, choose a basic land type. This land is the chosen type in addition to its other types. Mana abilities of this land cost an additional 1 life to activate.
Unholy Citadel | [] | Black legendary creatures you control have "bands with other legendary creatures." (Any legendary creatures can attack in a band as long as at least one has "bands with other legendary creatures." Bands are blocked as a group. If at least two legendary creatures you control, one of which has "bands with other legendary creatures," are blocking or being blocked by the same creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)

Misc Irrelevant
Dryad Arbor | ['Forest', 'Dryad'] | (This land isn't a spell, it's affected by summoning sickness, and it has "{T}: Add {G}.")
Argoth, Sanctum of Nature | [] | This land enters tapped unless you control a legendary green creature. {T}: Add {G}. {2}{G}{G}, {T}: Create a 2/2 green Bear creature token, then mill three cards. Activate only as a sorcery. (Melds with Titania, Voice of Gaea.)
Arid Archway | ['Desert'] | This land enters tapped. When this land enters, return a land you control to its owner's hand. If another Desert was returned this way, surveil 1. (Look at the top card of your library. You may put it into your graveyard.) {T}: Add {C}{C}.
Havengul Laboratory // Havengul Mystery | set() | {T}: Add {C}. {4}, {T}: Investigate. (Create a colorless Clue artifact token with "{2}, Sacrifice this artifact: Draw a card.") At the beginning of your end step, if you sacrificed three or more Clues this turn, transform Havengul Laboratory. // When this land transforms into Havengul Mystery, return target creature card from your graveyard to the battlefield. When the creature put onto the battlefield with Havengul Mystery leaves the battlefield, transform Havengul Mystery. {T}, Pay 1 life: Add {B}.
Boseiju, Who Endures | [] | {T}: Add {G}. Channel — {1}{G}, Discard this card: Destroy target artifact, enchantment, or nonbasic land an opponent controls. That player may search their library for a land card with a basic land type, put it onto the battlefield, then shuffle. This ability costs {1} less to activate for each legendary creature you control.
Boseiju, Who Shelters All | [] | Boseiju enters tapped. {T}, Pay 2 life: Add {C}. If that mana is spent on an instant or sorcery spell, that spell can't be countered.
Oboro, Palace in the Clouds | [] | {T}: Add {U}. {1}: Return Oboro to its owner's hand.
Urborg | [] | {T}: Add {B}. {T}: Target creature loses first strike or swampwalk until end of turn.
Demolition Field | [] | {T}: Add {C}. {2}, {T}, Sacrifice this land: Destroy target nonbasic land an opponent controls. That land's controller may search their library for a basic land card, put it onto the battlefield, then shuffle. You may search your library for a basic land card, put it onto the battlefield, then shuffle.
Ghost Quarter | [] | {T}: Add {C}. {T}, Sacrifice this land: Destroy target land. Its controller may search their library for a basic land card, put it onto the battlefield, then shuffle.
Volatile Fault | ['Cave'] | {T}: Add {C}. {1}, {T}, Sacrifice this land: Destroy target nonbasic land an opponent controls. That player may search their library for a basic land card, put it onto the battlefield, then shuffle. You create a Treasure token.
Inventors' Fair | [] | At the beginning of your upkeep, if you control three or more artifacts, you gain 1 life. {T}: Add {C}. {4}, {T}, Sacrifice Inventors' Fair: Search your library for an artifact card, reveal it, put it into your hand, then shuffle. Activate only if you control three or more artifacts.

Crossroads Village | ['Town'] | This land enters tapped. As it enters, choose a color. {T}: Add one mana of the chosen color.
Edgewall Inn | [] | This land enters tapped. As this land enters, choose a color. {T}: Add one mana of the chosen color. {3}, {T}, Sacrifice this land: Return target card that has an Adventure from your graveyard to your hand.
Mirage Mesa | ['Desert'] | This land enters tapped. As it enters, choose a color. {T}: Add one mana of the chosen color.
Shimmerdrift Vale | [] | This land enters tapped. As this land enters, choose a color. {T}: Add one mana of the chosen color.
Valgavoth's Lair | [] | Hexproof This land enters tapped. As it enters, choose a color. {T}: Add one mana of the chosen color.

/////Other cycles
Artefact Lands:
Ancient Den | [] | {T}: Add {W}.
Great Furnace | [] | {T}: Add {R}.
Seat of the Synod | [] | {T}: Add {U}.
Tree of Tales | [] | {T}: Add {G}.
Vault of Whispers | [] | {T}: Add {B}.

Rupture lands:
Archway Commons | [] | This land enters tapped. When this land enters, sacrifice it unless you pay {1}. {T}: Add one mana of any color.
Rupture Spire | [] | This land enters tapped. When this land enters, sacrifice it unless you pay {1}. {T}: Add one mana of any color.
Transguild Promenade | [] | This land enters tapped. When this land enters, sacrifice it unless you pay {1}. {T}: Add one mana of any color.
Gateway Plaza | ['Gate'] | This land enters tapped. When this land enters, sacrifice it unless you pay {1}. {T}: Add one mana of any color.

Castles and another similar cycle:
Castle Ardenvale | [] | This land enters tapped unless you control a Plains. {T}: Add {W}. {2}{W}{W}, {T}: Create a 1/1 white Human creature token.
Castle Embereth | [] | This land enters tapped unless you control a Mountain. {T}: Add {R}. {1}{R}{R}, {T}: Creatures you control get +1/+0 until end of turn.
Castle Garenbrig | [] | This land enters tapped unless you control a Forest. {T}: Add {G}. {2}{G}{G}, {T}: Add six {G}. Spend this mana only to cast creature spells or activate abilities of creatures.
Castle Locthwain | [] | This land enters tapped unless you control a Swamp. {T}: Add {B}. {1}{B}{B}, {T}: Draw a card, then you lose life equal to the number of cards in your hand.
Castle Vantress | [] | This land enters tapped unless you control an Island. {T}: Add {U}. {2}{U}{U}, {T}: Scry 2.
Archway of Innovation | [] | This land enters tapped unless you control an Island. {T}: Add {U}. {U}, {T}: The next spell you cast this turn has improvise. (Your artifacts can help cast that spell. Each artifact you tap after you're done activating mana abilities pays for {1}.)
Arena of Glory | [] | This land enters tapped unless you control a Mountain. {T}: Add {R}. {R}, {T}, Exert this land: Add {R}{R}. If that mana is spent on a creature spell, it gains haste until end of turn. (An exerted permanent won't untap during your next untap step.)
Monumental Henge | [] | This land enters tapped unless you control a Plains. {T}: Add {W}. {2}{W}{W}, {T}: Look at the top five cards of your library. You may reveal a historic card from among them and put it into your hand. Put the rest on the bottom of your library in a random order. (Artifacts, legendaries, and Sagas are historic.)
Shifting Woodland | [] | This land enters tapped unless you control a Forest. {T}: Add {G}. Delirium — {2}{G}{G}: This land becomes a copy of target permanent card in your graveyard until end of turn. Activate only if there are four or more card types among cards in your graveyard.
Spymaster's Vault | [] | This land enters tapped unless you control a Swamp. {T}: Add {B}. {B}, {T}: Target creature you control connives X, where X is the number of creatures that died this turn. (Draw X cards, then discard X cards. Put a +1/+1 counter on that creature for each nonland card discarded this way.)

Bad pains:
Barbarian Ring | [] | {T}: Add {R}. This land deals 1 damage to you. Threshold — {R}, {T}, Sacrifice this land: It deals 2 damage to any target. Activate only if seven or more cards are in your graveyard.
Cabal Pit | [] | {T}: Add {B}. This land deals 1 damage to you. Threshold — {B}, {T}, Sacrifice this land: Target creature gets -2/-2 until end of turn. Activate only if seven or more cards are in your graveyard.
Cascading Cataracts | [] | Indestructible {T}: Add {C}. {5}, {T}: Add five mana in any combination of colors.
Centaur Garden | [] | {T}: Add {G}. This land deals 1 damage to you. Threshold — {G}, {T}, Sacrifice this land: Target creature gets +3/+3 until end of turn. Activate only if seven or more cards are in your graveyard.
Cephalid Coliseum | [] | {T}: Add {U}. This land deals 1 damage to you. Threshold — {U}, {T}, Sacrifice this land: Target player draws three cards, then discards three cards. Activate only if seven or more cards are in your graveyard.
Nomad Stadium | [] | {T}: Add {W}. This land deals 1 damage to you. Threshold — {W}, {T}, Sacrifice this land: You gain 4 life. Activate only if seven or more cards are in your graveyard.

Three or More
Dwarven Mine | ['Mountain'] | ({T}: Add {R}.) This land enters tapped unless you control three or more other Mountains. When this land enters untapped, create a 1/1 red Dwarf creature token.
Gingerbread Cabin | ['Forest'] | ({T}: Add {G}.) This land enters tapped unless you control three or more other Forests. When this land enters untapped, create a Food token. (It's an artifact with "{2}, {T}, Sacrifice this token: You gain 3 life.")
Idyllic Grange | ['Plains'] | ({T}: Add {W}.) This land enters tapped unless you control three or more other Plains. When this land enters untapped, put a +1/+1 counter on target creature you control.
Mystic Sanctuary | ['Island'] | ({T}: Add {U}.) This land enters tapped unless you control three or more other Islands. When this land enters untapped, you may put target instant or sorcery card from your graveyard on top of your library.
Witch's Cottage | ['Swamp'] | ({T}: Add {B}.) This land enters tapped unless you control three or more other Swamps. When this land enters untapped, you may put target creature card from your graveyard on top of your library.
